path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
186,71,2.619718309859155,108,2.264705882352941,7,0,0.71,True,186.0,15,0.2
99,53,1.8679245283018868,49,2.5789473684210527,7,0,0.53,True,99.0,15,0.2
201,66,3.0454545454545454,109,3.64,9,0,0.66,False,,15,0.2
33,29,1.1379310344827587,15,2.4285714285714284,6,0,0.29,True,33.0,15,0.2
201,67,3.0,95,3.75,10,0,0.67,False,,15,0.2
201,72,2.7916666666666665,75,2.358490566037736,11,0,0.72,False,,15,0.2
24,24,1.0,10,2.6,7,0,0.24,True,24.0,15,0.2
49,39,1.2564102564102564,24,2.6666666666666665,7,0,0.39,True,49.0,15,0.2
92,50,1.84,50,2.411764705882353,5,0,0.5,True,92.0,15,0.2
8,8,1.0,3,1.3333333333333333,2,0,0.08,True,8.0,15,0.2
61,37,1.6486486486486487,42,1.8,6,0,0.37,True,61.0,15,0.2
83,50,1.66,34,2.1818181818181817,6,0,0.5,True,83.0,15,0.2
171,63,2.7142857142857144,108,1.9375,5,0,0.63,True,171.0,15,0.2
18,18,1.0,10,1.1666666666666667,2,0,0.18,True,18.0,15,0.2
160,60,2.6666666666666665,102,2.590909090909091,7,0,0.6,True,160.0,15,0.2
84,53,1.5849056603773586,38,3.2142857142857144,9,0,0.53,True,84.0,15,0.2
15,15,1.0,6,2.0,4,0,0.15,True,15.0,15,0.2
42,31,1.3548387096774193,20,3.0,7,0,0.31,True,42.0,15,0.2
201,78,2.576923076923077,104,1.6271186440677967,6,0,0.78,False,,15,0.2
35,31,1.1290322580645162,15,2.375,4,0,0.31,True,35.0,15,0.2
139,67,2.074626865671642,64,2.3125,10,0,0.67,True,139.0,15,0.2
48,38,1.263157894736842,16,7.75,15,0,0.38,True,48.0,15,0.2
51,39,1.3076923076923077,23,3.0,13,0,0.39,True,51.0,15,0.2
134,47,2.851063829787234,75,2.761904761904762,8,0,0.47,True,134.0,15,0.2
201,81,2.4814814814814814,79,2.574468085106383,10,0,0.81,False,,15,0.2
201,68,2.9558823529411766,114,2.4571428571428573,8,0,0.68,False,,15,0.2
2,2,1.0,0,1.0,1,0,0.02,True,2.0,15,0.2
18,18,1.0,10,2.3333333333333335,3,0,0.18,True,18.0,15,0.2
201,82,2.451219512195122,87,2.5681818181818183,15,0,0.82,False,,15,0.2
79,39,2.0256410256410255,56,1.5714285714285714,3,0,0.39,True,79.0,15,0.2
102,50,2.04,66,1.8421052631578947,4,0,0.5,True,102.0,15,0.2
130,56,2.3214285714285716,57,3.4285714285714284,12,0,0.56,True,130.0,15,0.2
201,76,2.6447368421052633,94,2.65,8,0,0.76,False,,15,0.2
15,15,1.0,9,1.25,2,0,0.15,True,15.0,15,0.2
151,55,2.7454545454545456,78,4.0,10,0,0.55,True,151.0,15,0.2
201,68,2.9558823529411766,105,2.021276595744681,8,0,0.68,False,,15,0.2
50,38,1.3157894736842106,28,1.4,3,0,0.38,True,50.0,15,0.2
25,25,1.0,15,1.5,3,0,0.25,True,25.0,15,0.2
45,30,1.5,15,3.625,5,0,0.3,True,45.0,15,0.2
25,25,1.0,8,2.6666666666666665,7,0,0.25,True,25.0,15,0.2
201,78,2.576923076923077,93,2.4318181818181817,14,0,0.78,False,,15,0.2
201,74,2.7162162162162162,90,3.142857142857143,9,0,0.74,False,,15,0.2
201,59,3.406779661016949,134,2.5384615384615383,9,0,0.59,False,,15,0.2
201,65,3.0923076923076924,121,1.880952380952381,8,0,0.65,False,,15,0.2
201,59,3.406779661016949,130,1.5555555555555556,5,0,0.59,False,,15,0.2
34,30,1.1333333333333333,21,1.2,2,0,0.3,True,34.0,15,0.2
88,55,1.6,27,2.4,12,0,0.55,True,88.0,15,0.2
24,24,1.0,13,3.3333333333333335,6,0,0.24,True,24.0,15,0.2
201,81,2.4814814814814814,96,2.4761904761904763,10,0,0.81,False,,15,0.2
36,27,1.3333333333333333,23,1.5,3,0,0.27,True,36.0,15,0.2
91,52,1.75,48,2.8,11,0,0.52,True,91.0,15,0.2
201,73,2.7534246575342465,107,1.690909090909091,5,0,0.73,False,,15,0.2
201,80,2.5125,80,3.2432432432432434,12,0,0.8,False,,15,0.2
37,30,1.2333333333333334,22,2.0,6,0,0.3,True,37.0,15,0.2
37,34,1.088235294117647,18,2.25,8,0,0.34,True,37.0,15,0.2
201,78,2.576923076923077,92,2.8421052631578947,10,0,0.78,False,,15,0.2
41,33,1.2424242424242424,10,4.285714285714286,10,0,0.33,True,41.0,15,0.2
65,43,1.5116279069767442,40,2.4,4,0,0.43,True,65.0,15,0.2
169,79,2.1392405063291138,45,3.6176470588235294,12,0,0.79,True,169.0,15,0.2
201,75,2.68,85,4.423076923076923,11,0,0.75,False,,15,0.2
