path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
201,55,3.6545454545454548,153,1.205128205128205,4,0,0.55,False,,15,0.2
9,9,1.0,8,0.0,0,0,0.09,True,9.0,15,0.2
64,35,1.8285714285714285,46,1.7,3,0,0.35,True,64.0,15,0.2
201,57,3.526315789473684,162,1.4074074074074074,3,0,0.57,False,,15,0.2
201,55,3.6545454545454548,161,1.3448275862068966,3,0,0.55,False,,15,0.2
17,17,1.0,15,1.0,1,0,0.17,True,17.0,15,0.2
201,27,7.444444444444445,198,2.0,2,0,0.27,False,,15,0.2
85,43,1.9767441860465116,66,1.3846153846153846,3,0,0.43,True,85.0,15,0.2
73,38,1.9210526315789473,60,1.5,2,0,0.38,True,73.0,15,0.2
201,68,2.9558823529411766,127,1.9210526315789473,8,0,0.68,False,,15,0.2
153,36,4.25,137,1.3636363636363635,3,0,0.36,True,153.0,15,0.2
201,57,3.526315789473684,149,1.7,4,0,0.57,False,,15,0.2
11,11,1.0,10,0.0,0,0,0.11,True,11.0,15,0.2
201,37,5.4324324324324325,179,1.4,3,0,0.37,False,,15,0.2
9,9,1.0,7,1.0,1,0,0.09,True,9.0,15,0.2
201,33,6.090909090909091,186,1.0,1,0,0.33,False,,15,0.2
201,45,4.466666666666667,172,1.1666666666666667,2,0,0.45,False,,15,0.2
201,43,4.674418604651163,179,1.1666666666666667,3,0,0.43,False,,15,0.2
40,26,1.5384615384615385,34,1.0,1,0,0.26,True,40.0,15,0.2
177,57,3.1052631578947367,118,2.0,8,0,0.57,True,177.0,15,0.2
201,17,11.823529411764707,200,0.0,0,0,0.17,False,,15,0.2
201,60,3.35,145,1.8333333333333333,5,0,0.6,False,,15,0.2
48,30,1.6,36,1.0,1,0,0.3,True,48.0,15,0.2
137,54,2.537037037037037,97,1.3928571428571428,3,0,0.54,True,137.0,15,0.2
18,18,1.0,16,1.0,1,0,0.18,True,18.0,15,0.2
201,39,5.153846153846154,188,1.2,2,0,0.39,False,,15,0.2
29,29,1.0,20,1.3333333333333333,3,0,0.29,True,29.0,15,0.2
45,33,1.3636363636363635,25,3.1666666666666665,8,0,0.33,True,45.0,15,0.2
201,51,3.9411764705882355,170,1.25,2,0,0.51,False,,15,0.2
201,51,3.9411764705882355,174,1.3,3,0,0.51,False,,15,0.2
201,48,4.1875,163,1.6818181818181819,4,0,0.48,False,,15,0.2
201,31,6.483870967741935,185,1.25,3,0,0.31,False,,15,0.2
40,34,1.1764705882352942,33,1.2,2,0,0.34,True,40.0,15,0.2
201,40,5.025,177,1.15,3,0,0.4,False,,15,0.2
201,59,3.406779661016949,145,2.037037037037037,5,0,0.59,False,,15,0.2
201,50,4.02,157,1.1944444444444444,3,0,0.5,False,,15,0.2
201,45,4.466666666666667,180,1.1764705882352942,3,0,0.45,False,,15,0.2
40,27,1.4814814814814814,35,1.0,1,0,0.27,True,40.0,15,0.2
201,37,5.4324324324324325,184,1.0666666666666667,2,0,0.37,False,,15,0.2
31,31,1.0,23,1.75,2,0,0.31,True,31.0,15,0.2
201,46,4.369565217391305,178,1.1578947368421053,2,0,0.46,False,,15,0.2
17,17,1.0,16,0.0,0,0,0.17,True,17.0,15,0.2
86,46,1.8695652173913044,53,2.1333333333333333,5,0,0.46,True,86.0,15,0.2
42,34,1.2352941176470589,30,2.2,3,0,0.34,True,42.0,15,0.2
201,31,6.483870967741935,183,1.3076923076923077,4,0,0.31,False,,15,0.2
201,18,11.166666666666666,200,0.0,0,0,0.18,False,,15,0.2
137,34,4.029411764705882,116,1.8181818181818181,5,0,0.34,True,137.0,15,0.2
201,42,4.785714285714286,191,1.125,2,0,0.42,False,,15,0.2
19,19,1.0,14,1.0,1,0,0.19,True,19.0,15,0.2
