path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
10,10,1.0,3,3.0,4,0,0.1,True,10.0,15,0.8
201,86,2.3372093023255816,16,11.5,20,0,0.86,False,,15,0.8
152,79,1.9240506329113924,22,11.727272727272727,17,0,0.79,True,152.0,15,0.8
141,78,1.8076923076923077,7,16.625,24,0,0.78,True,141.0,15,0.8
201,94,2.1382978723404253,29,10.6875,20,0,0.94,False,,15,0.8
60,43,1.3953488372093024,13,5.111111111111111,15,0,0.43,True,60.0,15,0.8
89,63,1.4126984126984128,9,7.9,23,0,0.63,True,89.0,15,0.8
85,65,1.3076923076923077,16,6.8,16,0,0.65,True,85.0,15,0.8
47,39,1.205128205128205,1,22.5,40,0,0.39,True,47.0,15,0.8
27,26,1.0384615384615385,3,7.666666666666667,18,0,0.26,True,27.0,15,0.8
110,57,1.9298245614035088,18,7.583333333333333,16,0,0.57,True,110.0,15,0.8
42,37,1.135135135135135,4,7.4,14,0,0.37,True,42.0,15,0.8
101,64,1.578125,14,5.733333333333333,21,0,0.64,True,101.0,15,0.8
201,92,2.1847826086956523,16,10.823529411764707,22,0,0.92,False,,15,0.8
85,63,1.3492063492063493,3,20.25,32,0,0.63,True,85.0,15,0.8
201,87,2.310344827586207,17,15.25,89,0,0.87,False,,15,0.8
6,6,1.0,3,2.0,2,0,0.06,True,6.0,15,0.8
73,62,1.1774193548387097,2,23.333333333333332,39,0,0.62,True,73.0,15,0.8
50,43,1.1627906976744187,7,7.0,15,0,0.43,True,50.0,15,0.8
126,76,1.6578947368421053,3,30.5,88,0,0.76,True,126.0,15,0.8
66,55,1.2,13,3.7142857142857144,16,0,0.55,True,66.0,15,0.8
171,76,2.25,49,3.361111111111111,13,0,0.76,True,171.0,15,0.8
42,37,1.135135135135135,2,13.0,21,0,0.37,True,42.0,15,0.8
201,86,2.3372093023255816,29,7.7727272727272725,19,0,0.86,False,,15,0.8
52,43,1.2093023255813953,11,8.0,17,0,0.43,True,52.0,15,0.8
5,5,1.0,1,3.0,3,0,0.05,True,5.0,15,0.8
143,77,1.8571428571428572,10,12.0,24,0,0.77,True,143.0,15,0.8
163,75,2.1733333333333333,14,10.571428571428571,21,0,0.75,True,163.0,15,0.8
201,73,2.7534246575342465,12,14.461538461538462,20,0,0.73,False,,15,0.8
10,10,1.0,2,2.3333333333333335,5,0,0.1,True,10.0,15,0.8
33,29,1.1379310344827587,4,14.0,15,0,0.29,True,33.0,15,0.8
201,91,2.208791208791209,16,11.5,22,0,0.91,False,,15,0.8
201,86,2.3372093023255816,33,6.68,15,0,0.86,False,,15,0.8
65,52,1.25,3,15.25,26,0,0.52,True,65.0,15,0.8
18,18,1.0,2,5.0,7,0,0.18,True,18.0,15,0.8
186,84,2.2142857142857144,27,5.642857142857143,15,0,0.84,True,186.0,15,0.8
36,31,1.1612903225806452,6,7.25,15,0,0.31,True,36.0,15,0.8
25,25,1.0,4,4.0,12,0,0.25,True,25.0,15,0.8
201,85,2.364705882352941,32,5.25,15,0,0.85,False,,15,0.8
48,39,1.2307692307692308,7,10.0,14,0,0.39,True,48.0,15,0.8
201,71,2.8309859154929575,65,4.5,13,0,0.71,False,,15,0.8
108,68,1.588235294117647,29,4.333333333333333,14,0,0.68,True,108.0,15,0.8
