path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
28,28,1.0,10,2.8333333333333335,8,0,0.28,True,28.0,15,0.8
134,74,1.8108108108108107,16,7.3125,13,0,0.74,True,134.0,15,0.8
38,33,1.1515151515151516,11,6.5,16,0,0.33,True,38.0,15,0.8
17,17,1.0,4,4.0,9,0,0.17,True,17.0,15,0.8
26,18,1.4444444444444444,16,4.5,8,0,0.18,True,26.0,15,0.8
95,58,1.6379310344827587,21,6.083333333333333,17,0,0.58,True,95.0,15,0.8
201,81,2.4814814814814814,46,5.703703703703703,14,0,0.81,False,,15,0.8
201,84,2.392857142857143,36,6.833333333333333,20,0,0.84,False,,15,0.8
108,61,1.7704918032786885,41,3.6666666666666665,11,0,0.61,True,108.0,15,0.8
131,78,1.6794871794871795,18,14.0,22,0,0.78,True,131.0,15,0.8
201,78,2.576923076923077,80,3.870967741935484,12,0,0.78,False,,15,0.8
109,66,1.6515151515151516,30,4.333333333333333,14,0,0.66,True,109.0,15,0.8
123,72,1.7083333333333333,33,5.5625,14,0,0.72,True,123.0,15,0.8
91,53,1.7169811320754718,34,2.9473684210526314,8,0,0.53,True,91.0,15,0.8
27,27,1.0,3,7.666666666666667,15,0,0.27,True,27.0,15,0.8
201,82,2.451219512195122,62,3.1363636363636362,9,0,0.82,False,,15,0.8
35,30,1.1666666666666667,10,4.0,11,0,0.3,True,35.0,15,0.8
9,9,1.0,2,3.0,4,0,0.09,True,9.0,15,0.8
146,67,2.1791044776119404,59,5.733333333333333,13,0,0.67,True,146.0,15,0.8
161,75,2.1466666666666665,34,7.411764705882353,25,0,0.75,True,161.0,15,0.8
42,33,1.2727272727272727,8,6.6,15,0,0.33,True,42.0,15,0.8
32,26,1.2307692307692308,14,3.4,6,0,0.26,True,32.0,15,0.8
56,46,1.2173913043478262,6,7.0,14,0,0.46,True,56.0,15,0.8
54,31,1.7419354838709677,30,2.090909090909091,3,0,0.31,True,54.0,15,0.8
42,36,1.1666666666666667,9,4.0,16,0,0.36,True,42.0,15,0.8
100,67,1.492537313432836,15,7.636363636363637,18,0,0.67,True,100.0,15,0.8
128,58,2.206896551724138,55,2.6666666666666665,8,0,0.58,True,128.0,15,0.8
131,69,1.8985507246376812,23,6.294117647058823,17,0,0.69,True,131.0,15,0.8
49,45,1.0888888888888888,5,7.166666666666667,17,0,0.45,True,49.0,15,0.8
197,82,2.402439024390244,54,3.4634146341463414,16,0,0.82,True,197.0,15,0.8
179,79,2.2658227848101267,67,3.264705882352941,12,0,0.79,True,179.0,15,0.8
201,84,2.392857142857143,46,5.703703703703703,16,0,0.84,False,,15,0.8
58,42,1.380952380952381,24,2.357142857142857,7,0,0.42,True,58.0,15,0.8
201,74,2.7162162162162162,88,2.9473684210526314,10,0,0.74,False,,15,0.8
201,89,2.258426966292135,26,12.428571428571429,56,0,0.89,False,,15,0.8
9,9,1.0,6,1.0,1,0,0.09,True,9.0,15,0.8
149,57,2.6140350877192984,10,12.545454545454545,21,0,0.57,True,149.0,15,0.8
40,37,1.0810810810810811,7,8.0,17,0,0.37,True,40.0,15,0.8
63,39,1.6153846153846154,36,2.6,5,0,0.39,True,63.0,15,0.8
23,23,1.0,6,3.2,6,0,0.23,True,23.0,15,0.8
100,62,1.6129032258064515,20,4.647058823529412,12,0,0.62,True,100.0,15,0.8
166,78,2.128205128205128,51,4.222222222222222,9,0,0.78,True,166.0,15,0.8
77,57,1.3508771929824561,7,9.857142857142858,15,0,0.57,True,77.0,15,0.8
108,58,1.8620689655172413,41,3.142857142857143,10,0,0.58,True,108.0,15,0.8
171,88,1.9431818181818181,44,4.5,14,0,0.88,True,171.0,15,0.8
166,73,2.2739726027397262,31,5.826086956521739,17,0,0.73,True,166.0,15,0.8
34,26,1.3076923076923077,16,2.8333333333333335,6,0,0.26,True,34.0,15,0.8
29,26,1.1153846153846154,10,4.5,13,0,0.26,True,29.0,15,0.8
33,32,1.03125,6,5.2,9,0,0.32,True,33.0,15,0.8
92,48,1.9166666666666667,30,4.357142857142857,14,0,0.48,True,92.0,15,0.8
145,76,1.9078947368421053,20,6.2,16,0,0.76,True,145.0,15,0.8
74,50,1.48,24,4.9,14,0,0.5,True,74.0,15,0.8
201,76,2.6447368421052633,68,3.2195121951219514,12,0,0.76,False,,15,0.8
40,39,1.0256410256410255,6,6.6,13,0,0.39,True,40.0,15,0.8
23,23,1.0,5,5.666666666666667,15,0,0.23,True,23.0,15,0.8
104,60,1.7333333333333334,32,3.9444444444444446,13,0,0.6,True,104.0,15,0.8
7,7,1.0,3,1.5,2,0,0.07,True,7.0,15,0.8
201,82,2.451219512195122,35,5.5,14,0,0.82,False,,15,0.8
131,72,1.8194444444444444,34,3.84,12,0,0.72,True,131.0,15,0.8
17,17,1.0,4,4.0,9,0,0.17,True,17.0,15,0.8
25,18,1.3888888888888888,16,2.6666666666666665,4,0,0.18,True,25.0,15,0.8
