path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
201,40,5.025,200,0.0,0,0,0.4,False,,25,0.2
201,38,5.2894736842105265,200,0.0,0,0,0.38,False,,25,0.2
201,37,5.4324324324324325,200,0.0,0,0,0.37,False,,25,0.2
17,17,1.0,16,0.0,0,0,0.17,True,17.0,25,0.2
201,36,5.583333333333333,200,0.0,0,0,0.36,False,,25,0.2
33,33,1.0,32,0.0,0,0,0.33,True,33.0,25,0.2
201,47,4.276595744680851,200,0.0,0,0,0.47,False,,25,0.2
20,20,1.0,19,0.0,0,0,0.2,True,20.0,25,0.2
201,27,7.444444444444445,200,0.0,0,0,0.27,False,,25,0.2
201,32,6.28125,200,0.0,0,0,0.32,False,,25,0.2
201,39,5.153846153846154,194,1.0,1,0,0.39,False,,25,0.2
201,29,6.931034482758621,200,0.0,0,0,0.29,False,,25,0.2
201,48,4.1875,200,0.0,0,0,0.48,False,,25,0.2
9,9,1.0,8,0.0,0,0,0.09,True,9.0,25,0.2
23,23,1.0,22,0.0,0,0,0.23,True,23.0,25,0.2
25,25,1.0,24,0.0,0,0,0.25,True,25.0,25,0.2
24,24,1.0,23,0.0,0,0,0.24,True,24.0,25,0.2
22,22,1.0,21,0.0,0,0,0.22,True,22.0,25,0.2
201,34,5.911764705882353,200,0.0,0,0,0.34,False,,25,0.2
201,27,7.444444444444445,200,0.0,0,0,0.27,False,,25,0.2
201,30,6.7,200,0.0,0,0,0.3,False,,25,0.2
201,33,6.090909090909091,200,0.0,0,0,0.33,False,,25,0.2
201,31,6.483870967741935,200,0.0,0,0,0.31,False,,25,0.2
16,16,1.0,15,0.0,0,0,0.16,True,16.0,25,0.2
21,21,1.0,20,0.0,0,0,0.21,True,21.0,25,0.2
201,42,4.785714285714286,200,0.0,0,0,0.42,False,,25,0.2
15,15,1.0,14,0.0,0,0,0.15,True,15.0,25,0.2
38,32,1.1875,37,0.0,0,0,0.32,True,38.0,25,0.2
201,29,6.931034482758621,200,0.0,0,0,0.29,False,,25,0.2
201,26,7.730769230769231,200,0.0,0,0,0.26,False,,25,0.2
201,32,6.28125,200,0.0,0,0,0.32,False,,25,0.2
201,30,6.7,200,0.0,0,0,0.3,False,,25,0.2
201,45,4.466666666666667,200,0.0,0,0,0.45,False,,25,0.2
201,38,5.2894736842105265,200,0.0,0,0,0.38,False,,25,0.2
18,18,1.0,17,0.0,0,0,0.18,True,18.0,25,0.2
201,27,7.444444444444445,200,0.0,0,0,0.27,False,,25,0.2
201,30,6.7,200,0.0,0,0,0.3,False,,25,0.2
201,32,6.28125,200,0.0,0,0,0.32,False,,25,0.2
201,30,6.7,200,0.0,0,0,0.3,False,,25,0.2
201,33,6.090909090909091,200,0.0,0,0,0.33,False,,25,0.2
201,36,5.583333333333333,200,0.0,0,0,0.36,False,,25,0.2
15,15,1.0,14,0.0,0,0,0.15,True,15.0,25,0.2
20,20,1.0,19,0.0,0,0,0.2,True,20.0,25,0.2
201,28,7.178571428571429,200,0.0,0,0,0.28,False,,25,0.2
201,30,6.7,200,0.0,0,0,0.3,False,,25,0.2
201,29,6.931034482758621,200,0.0,0,0,0.29,False,,25,0.2
201,48,4.1875,200,0.0,0,0,0.48,False,,25,0.2
16,16,1.0,15,0.0,0,0,0.16,True,16.0,25,0.2
22,22,1.0,21,0.0,0,0,0.22,True,22.0,25,0.2
201,35,5.742857142857143,200,0.0,0,0,0.35,False,,25,0.2
