path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
200,67,2.985074626865672,37,6.038461538461538,15,5,0.67,True,200.0,10,0.95
200,59,3.389830508474576,77,2.5,7,2,0.59,True,200.0,10,0.95
200,67,2.985074626865672,38,3.975,15,2,0.67,True,200.0,10,0.95
200,77,2.5974025974025974,9,10.764705882352942,30,7,0.77,True,200.0,10,0.95
200,78,2.5641025641025643,12,9.0,28,7,0.78,True,200.0,10,0.95
200,75,2.6666666666666665,14,7.291666666666667,21,10,0.75,True,200.0,10,0.95
196,61,3.2131147540983607,44,4.171428571428572,14,5,0.61,False,,10,0.95
200,75,2.6666666666666665,9,12.266666666666667,29,6,0.75,True,200.0,10,0.95
200,68,2.9411764705882355,40,3.522727272727273,13,4,0.68,True,200.0,10,0.95
200,68,2.9411764705882355,44,3.9210526315789473,20,6,0.68,True,200.0,10,0.95
200,65,3.076923076923077,31,4.102564102564102,11,8,0.65,True,200.0,10,0.95
196,73,2.684931506849315,20,7.166666666666667,24,3,0.73,False,,10,0.95
200,75,2.6666666666666665,18,7.333333333333333,24,5,0.75,True,200.0,10,0.95
200,70,2.857142857142857,30,4.527777777777778,12,6,0.7,True,200.0,10,0.95
200,79,2.5316455696202533,16,7.909090909090909,23,9,0.79,True,200.0,10,0.95
200,75,2.6666666666666665,12,9.473684210526315,25,7,0.75,True,200.0,10,0.95
200,61,3.278688524590164,38,2.8823529411764706,9,14,0.61,True,200.0,10,0.95
200,74,2.7027027027027026,19,6.407407407407407,30,7,0.74,True,200.0,10,0.95
200,68,2.9411764705882355,23,4.823529411764706,15,12,0.68,True,200.0,10,0.95
200,71,2.816901408450704,9,8.85,19,13,0.71,True,200.0,10,0.95
200,73,2.73972602739726,24,5.21875,14,8,0.73,True,200.0,10,0.95
199,67,2.970149253731343,45,5.241379310344827,13,1,0.67,False,,10,0.95
200,74,2.7027027027027026,30,4.685714285714286,12,5,0.74,True,200.0,10,0.95
200,72,2.7777777777777777,11,10.705882352941176,22,6,0.72,True,200.0,10,0.95
200,70,2.857142857142857,10,12.333333333333334,35,4,0.7,True,200.0,10,0.95
195,61,3.19672131147541,43,2.9183673469387754,11,8,0.61,False,,10,0.95
200,79,2.5316455696202533,17,7.6521739130434785,23,6,0.79,True,200.0,10,0.95
200,78,2.5641025641025643,31,5.03030303030303,16,2,0.78,True,200.0,10,0.95
200,77,2.5974025974025974,27,5.6,14,4,0.77,True,200.0,10,0.95
200,72,2.7777777777777777,36,3.5476190476190474,14,14,0.72,True,200.0,10,0.95
200,72,2.7777777777777777,48,3.272727272727273,8,7,0.72,True,200.0,10,0.95
200,72,2.7777777777777777,36,5.714285714285714,16,3,0.72,True,200.0,10,0.95
200,74,2.7027027027027026,30,5.03030303030303,14,3,0.74,True,200.0,10,0.95
200,71,2.816901408450704,34,3.6511627906976742,12,8,0.71,True,200.0,10,0.95
200,61,3.278688524590164,34,3.925,12,8,0.61,True,200.0,10,0.95
200,68,2.9411764705882355,42,4.411764705882353,12,7,0.68,True,200.0,10,0.95
191,67,2.8507462686567164,38,3.871794871794872,9,1,0.67,False,,10,0.95
200,74,2.7027027027027026,20,6.96,18,5,0.74,True,200.0,10,0.95
196,69,2.8405797101449277,19,6.2592592592592595,23,7,0.69,False,,10,0.95
198,78,2.5384615384615383,15,8.0,24,6,0.78,False,,10,0.95
200,63,3.1746031746031744,30,4.527777777777778,18,6,0.63,True,200.0,10,0.95
200,62,3.225806451612903,45,3.3260869565217392,10,1,0.62,True,200.0,10,0.95
200,64,3.125,49,2.9019607843137254,13,2,0.64,True,200.0,10,0.95
200,66,3.0303030303030303,33,4.852941176470588,12,1,0.66,True,200.0,10,0.95
200,73,2.73972602739726,24,6.76,16,6,0.73,True,200.0,10,0.95
200,80,2.5,14,9.0,27,5,0.8,True,200.0,10,0.95
200,73,2.73972602739726,28,4.9393939393939394,15,8,0.73,True,200.0,10,0.95
200,67,2.985074626865672,37,3.8292682926829267,12,5,0.67,True,200.0,10,0.95
200,71,2.816901408450704,59,3.5405405405405403,14,9,0.71,True,200.0,10,0.95
200,67,2.985074626865672,38,3.3260869565217392,12,8,0.67,True,200.0,10,0.95
