path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
200,68,2.9411764705882355,30,4.2631578947368425,27,7,0.68,True,200.0,5,0.7
200,43,4.651162790697675,66,3.7714285714285714,8,1,0.43,True,200.0,5,0.7
200,62,3.225806451612903,44,3.25531914893617,27,2,0.62,True,200.0,5,0.7
200,25,8.0,94,1.9444444444444444,5,0,0.25,True,200.0,5,0.7
200,62,3.225806451612903,54,2.685185185185185,8,0,0.62,True,200.0,5,0.7
200,69,2.898550724637681,53,2.69811320754717,10,3,0.69,True,200.0,5,0.7
200,58,3.4482758620689653,67,2.8260869565217392,11,2,0.58,True,200.0,5,0.7
200,57,3.508771929824561,50,2.98,8,0,0.57,True,200.0,5,0.7
200,55,3.6363636363636362,42,3.6511627906976742,13,0,0.55,True,200.0,5,0.7
200,53,3.7735849056603774,87,2.176470588235294,6,1,0.53,True,200.0,5,0.7
200,69,2.898550724637681,32,4.2631578947368425,21,5,0.69,True,200.0,5,0.7
200,59,3.389830508474576,40,3.422222222222222,11,5,0.59,True,200.0,5,0.7
200,54,3.7037037037037037,51,3.8157894736842106,11,3,0.54,True,200.0,5,0.7
200,57,3.508771929824561,71,2.4901960784313726,9,1,0.57,True,200.0,5,0.7
200,63,3.1746031746031744,27,5.666666666666667,22,2,0.63,True,200.0,5,0.7
200,63,3.1746031746031744,48,3.148936170212766,11,3,0.63,True,200.0,5,0.7
200,65,3.076923076923077,48,3.6341463414634148,9,2,0.65,True,200.0,5,0.7
200,51,3.9215686274509802,78,1.6081081081081081,7,2,0.51,True,200.0,5,0.7
200,60,3.3333333333333335,44,3.4444444444444446,17,0,0.6,True,200.0,5,0.7
200,42,4.761904761904762,70,2.15,8,0,0.42,True,200.0,5,0.7
200,74,2.7027027027027026,26,5.0606060606060606,22,6,0.74,True,200.0,5,0.7
200,34,5.882352941176471,99,1.7321428571428572,5,3,0.34,True,200.0,5,0.7
200,65,3.076923076923077,51,2.82,13,7,0.65,True,200.0,5,0.7
200,62,3.225806451612903,44,3.422222222222222,12,1,0.62,True,200.0,5,0.7
200,29,6.896551724137931,92,3.057142857142857,4,0,0.29,True,200.0,5,0.7
191,45,4.2444444444444445,46,2.82,10,3,0.45,False,,5,0.7
200,60,3.3333333333333335,57,2.816326530612245,10,4,0.6,True,200.0,5,0.7
200,63,3.1746031746031744,45,3.4,10,1,0.63,True,200.0,5,0.7
200,62,3.225806451612903,56,3.159090909090909,7,4,0.62,True,200.0,5,0.7
200,57,3.508771929824561,52,4.741935483870968,11,0,0.57,True,200.0,5,0.7
200,68,2.9411764705882355,54,3.5121951219512195,10,1,0.68,True,200.0,5,0.7
200,59,3.389830508474576,72,2.6739130434782608,8,4,0.59,True,200.0,5,0.7
200,68,2.9411764705882355,37,5.785714285714286,15,0,0.68,True,200.0,5,0.7
193,62,3.1129032258064515,65,2.5306122448979593,8,3,0.62,False,,5,0.7
200,61,3.278688524590164,48,4.027027027027027,14,2,0.61,True,200.0,5,0.7
200,59,3.389830508474576,67,3.8823529411764706,8,0,0.59,True,200.0,5,0.7
200,76,2.6315789473684212,29,5.25,20,2,0.76,True,200.0,5,0.7
198,32,6.1875,80,1.9333333333333333,5,1,0.32,False,,5,0.7
200,66,3.0303030303030303,35,4.405405405405405,10,1,0.66,True,200.0,5,0.7
200,75,2.6666666666666665,37,3.761904761904762,13,4,0.75,True,200.0,5,0.7
200,67,2.985074626865672,46,3.3260869565217392,16,0,0.67,True,200.0,5,0.7
200,69,2.898550724637681,36,4.405405405405405,15,0,0.69,True,200.0,5,0.7
200,58,3.4482758620689653,56,3.108695652173913,12,0,0.58,True,200.0,5,0.7
200,51,3.9215686274509802,49,3.061224489795918,12,0,0.51,True,200.0,5,0.7
200,45,4.444444444444445,79,2.608695652173913,9,0,0.45,True,200.0,5,0.7
200,59,3.389830508474576,48,3.1458333333333335,7,0,0.59,True,200.0,5,0.7
200,62,3.225806451612903,69,2.1864406779661016,7,1,0.62,True,200.0,5,0.7
200,71,2.816901408450704,25,6.538461538461538,16,4,0.71,True,200.0,5,0.7
200,62,3.225806451612903,62,2.9148936170212765,9,0,0.62,True,200.0,5,0.7
200,41,4.878048780487805,80,1.9180327868852458,7,2,0.41,True,200.0,5,0.7
