path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
34,34,1.0,2,10.333333333333334,19,0,0.34,True,34.0,20,0.75
30,30,1.0,6,4.6,10,0,0.3,True,30.0,20,0.75
53,42,1.2619047619047619,14,3.4545454545454546,11,0,0.42,True,53.0,20,0.75
19,19,1.0,7,2.2,5,0,0.19,True,19.0,20,0.75
201,92,2.1847826086956523,16,11.5,22,0,0.92,False,,20,0.75
79,53,1.490566037735849,14,4.266666666666667,12,0,0.53,True,79.0,20,0.75
78,55,1.4181818181818182,17,4.615384615384615,13,0,0.55,True,78.0,20,0.75
136,72,1.8888888888888888,25,6.111111111111111,16,0,0.72,True,136.0,20,0.75
166,83,2.0,25,5.6,15,0,0.83,True,166.0,20,0.75
42,40,1.05,7,5.666666666666667,12,0,0.4,True,42.0,20,0.75
23,23,1.0,6,4.0,7,0,0.23,True,23.0,20,0.75
74,55,1.3454545454545455,16,5.181818181818182,16,0,0.55,True,74.0,20,0.75
35,35,1.0,4,6.0,21,0,0.35,True,35.0,20,0.75
112,80,1.4,10,10.1,22,0,0.8,True,112.0,20,0.75
7,7,1.0,4,2.0,2,0,0.07,True,7.0,20,0.75
58,52,1.1153846153846154,11,5.75,16,0,0.52,True,58.0,20,0.75
201,85,2.364705882352941,32,7.636363636363637,23,0,0.85,False,,20,0.75
119,68,1.75,29,3.0689655172413794,14,0,0.68,True,119.0,20,0.75
43,41,1.048780487804878,6,7.2,16,0,0.41,True,43.0,20,0.75
19,19,1.0,6,3.0,5,0,0.19,True,19.0,20,0.75
150,79,1.8987341772151898,34,4.2592592592592595,17,0,0.79,True,150.0,20,0.75
14,14,1.0,4,3.0,5,0,0.14,True,14.0,20,0.75
201,84,2.392857142857143,25,10.294117647058824,22,0,0.84,False,,20,0.75
16,16,1.0,7,1.1428571428571428,2,0,0.16,True,16.0,20,0.75
158,85,1.8588235294117648,15,8.875,42,0,0.85,True,158.0,20,0.75
185,86,2.1511627906976742,9,17.5,37,0,0.86,True,185.0,20,0.75
75,56,1.3392857142857142,16,5.8,14,0,0.56,True,75.0,20,0.75
32,32,1.0,4,6.75,20,0,0.32,True,32.0,20,0.75
131,82,1.5975609756097562,7,15.375,31,0,0.82,True,131.0,20,0.75
195,87,2.2413793103448274,33,6.1923076923076925,17,0,0.87,True,195.0,20,0.75
59,49,1.2040816326530612,8,12.5,24,0,0.49,True,59.0,20,0.75
201,79,2.5443037974683542,59,4.2727272727272725,17,0,0.79,False,,20,0.75
89,62,1.435483870967742,10,11.142857142857142,27,0,0.62,True,89.0,20,0.75
93,67,1.3880597014925373,4,17.6,28,0,0.67,True,93.0,20,0.75
10,10,1.0,1,4.0,7,0,0.1,True,10.0,20,0.75
100,73,1.36986301369863,17,5.857142857142857,15,0,0.73,True,100.0,20,0.75
108,64,1.6875,18,5.933333333333334,23,0,0.64,True,108.0,20,0.75
14,14,1.0,3,3.3333333333333335,5,0,0.14,True,14.0,20,0.75
142,78,1.8205128205128205,27,4.75,14,0,0.78,True,142.0,20,0.75
39,35,1.1142857142857143,5,6.6,22,0,0.35,True,39.0,20,0.75
116,74,1.5675675675675675,12,10.3,22,0,0.74,True,116.0,20,0.75
193,82,2.3536585365853657,18,9.666666666666666,21,0,0.82,True,193.0,20,0.75
34,34,1.0,7,5.2,12,0,0.34,True,34.0,20,0.75
111,78,1.4230769230769231,9,10.1,24,0,0.78,True,111.0,20,0.75
201,87,2.310344827586207,42,4.787878787878788,21,0,0.87,False,,20,0.75
55,48,1.1458333333333333,6,12.0,16,0,0.48,True,55.0,20,0.75
18,18,1.0,4,3.25,8,0,0.18,True,18.0,20,0.75
101,70,1.4428571428571428,0,100.0,100,0,0.7,True,101.0,20,0.75
197,81,2.432098765432099,54,4.580645161290323,11,0,0.81,True,197.0,20,0.75
133,68,1.9558823529411764,26,5.0476190476190474,15,0,0.68,True,133.0,20,0.75
