path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
201,74,2.7162162162162162,96,2.810810810810811,9,0,0.74,False,,15,0.45
147,67,2.1940298507462686,64,2.484848484848485,7,0,0.67,True,147.0,15,0.45
201,79,2.5443037974683542,106,3.357142857142857,8,0,0.79,False,,15,0.45
172,67,2.5671641791044775,80,3.3703703703703702,12,0,0.67,True,172.0,15,0.45
14,14,1.0,11,1.0,1,0,0.14,True,14.0,15,0.45
150,58,2.586206896551724,91,2.5217391304347827,6,0,0.58,True,150.0,15,0.45
144,72,2.0,51,3.68,14,0,0.72,True,144.0,15,0.45
201,88,2.284090909090909,62,3.45,10,0,0.88,False,,15,0.45
201,80,2.5125,73,3.175,10,0,0.8,False,,15,0.45
201,68,2.9558823529411766,118,1.8636363636363635,6,0,0.68,False,,15,0.45
17,17,1.0,12,1.0,1,0,0.17,True,17.0,15,0.45
55,37,1.4864864864864864,27,1.8,6,0,0.37,True,55.0,15,0.45
129,61,2.1147540983606556,74,2.25,6,0,0.61,True,129.0,15,0.45
201,69,2.9130434782608696,104,2.0869565217391304,10,0,0.69,False,,15,0.45
39,29,1.3448275862068966,26,1.7142857142857142,4,0,0.29,True,39.0,15,0.45
12,12,1.0,8,1.5,2,0,0.12,True,12.0,15,0.45
11,11,1.0,7,1.0,1,0,0.11,True,11.0,15,0.45
201,71,2.8309859154929575,99,3.4827586206896552,11,0,0.71,False,,15,0.45
28,23,1.2173913043478262,19,1.3333333333333333,2,0,0.23,True,28.0,15,0.45
25,25,1.0,16,1.3333333333333333,2,0,0.25,True,25.0,15,0.45
201,63,3.1904761904761907,117,2.59375,9,0,0.63,False,,15,0.45
19,19,1.0,8,2.5,5,0,0.19,True,19.0,15,0.45
201,76,2.6447368421052633,98,2.7567567567567566,10,0,0.76,False,,15,0.45
102,56,1.8214285714285714,42,2.6818181818181817,8,0,0.56,True,102.0,15,0.45
181,79,2.2911392405063293,54,3.9375,16,0,0.79,True,181.0,15,0.45
82,46,1.7826086956521738,42,2.1666666666666665,8,0,0.46,True,82.0,15,0.45
64,40,1.6,36,2.076923076923077,5,0,0.4,True,64.0,15,0.45
172,71,2.4225352112676055,71,2.4390243902439024,9,0,0.71,True,172.0,15,0.45
201,79,2.5443037974683542,94,2.2083333333333335,11,0,0.79,False,,15,0.45
39,33,1.1818181818181819,18,2.5,5,0,0.33,True,39.0,15,0.45
135,71,1.9014084507042253,48,2.9655172413793105,9,0,0.71,True,135.0,15,0.45
67,44,1.5227272727272727,30,3.272727272727273,9,0,0.44,True,67.0,15,0.45
199,76,2.6184210526315788,94,2.122448979591837,8,0,0.76,True,199.0,15,0.45
55,46,1.1956521739130435,19,3.5,11,0,0.46,True,55.0,15,0.45
201,68,2.9558823529411766,112,2.588235294117647,9,0,0.68,False,,15,0.45
122,61,2.0,54,3.7222222222222223,12,0,0.61,True,122.0,15,0.45
201,86,2.3372093023255816,65,2.7551020408163267,11,0,0.86,False,,15,0.45
26,22,1.1818181818181819,12,2.1666666666666665,3,0,0.22,True,26.0,15,0.45
201,76,2.6447368421052633,76,4.592592592592593,13,0,0.76,False,,15,0.45
29,26,1.1153846153846154,21,1.1666666666666667,2,0,0.26,True,29.0,15,0.45
47,38,1.236842105263158,20,2.3636363636363638,7,0,0.38,True,47.0,15,0.45
10,10,1.0,6,3.0,3,0,0.1,True,10.0,15,0.45
60,46,1.3043478260869565,18,5.125,12,0,0.46,True,60.0,15,0.45
111,71,1.5633802816901408,24,4.3,13,0,0.71,True,111.0,15,0.45
48,35,1.3714285714285714,22,2.5,5,0,0.35,True,48.0,15,0.45
25,21,1.1904761904761905,15,1.2857142857142858,3,0,0.21,True,25.0,15,0.45
69,45,1.5333333333333334,29,2.6,10,0,0.45,True,69.0,15,0.45
16,16,1.0,11,1.3333333333333333,2,0,0.16,True,16.0,15,0.45
7,7,1.0,5,1.0,1,0,0.07,True,7.0,15,0.45
19,19,1.0,15,1.5,2,0,0.19,True,19.0,15,0.45
