path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
200,49,4.081632653061225,113,1.9111111111111112,5,0,0.49,True,200.0,5,0.35
200,41,4.878048780487805,91,2.276595744680851,7,1,0.41,True,200.0,5,0.35
200,41,4.878048780487805,78,2.42,7,0,0.41,True,200.0,5,0.35
200,46,4.3478260869565215,106,1.8775510204081634,4,1,0.46,True,200.0,5,0.35
200,42,4.761904761904762,117,2.189189189189189,5,1,0.42,True,200.0,5,0.35
200,61,3.278688524590164,67,2.7083333333333335,13,2,0.61,True,200.0,5,0.35
200,39,5.128205128205129,99,2.020408163265306,6,1,0.39,True,200.0,5,0.35
199,41,4.853658536585366,93,2.234042553191489,8,0,0.41,False,,5,0.35
200,30,6.666666666666667,113,2.15,3,0,0.3,True,200.0,5,0.35
200,15,13.333333333333334,103,2.823529411764706,4,0,0.15,True,200.0,5,0.35
200,6,33.333333333333336,166,1.0,1,0,0.06,True,200.0,5,0.35
200,12,16.666666666666668,130,1.0,1,0,0.12,True,200.0,5,0.35
200,47,4.25531914893617,76,1.967741935483871,5,1,0.47,True,200.0,5,0.35
200,35,5.714285714285714,92,2.7435897435897436,5,0,0.35,True,200.0,5,0.35
195,34,5.735294117647059,132,1.631578947368421,5,0,0.34,False,,5,0.35
200,15,13.333333333333334,126,1.280701754385965,2,0,0.15,True,200.0,5,0.35
200,40,5.0,114,1.3934426229508197,3,0,0.4,True,200.0,5,0.35
200,45,4.444444444444445,97,1.6721311475409837,6,0,0.45,True,200.0,5,0.35
195,38,5.131578947368421,131,1.3478260869565217,4,1,0.38,False,,5,0.35
199,42,4.738095238095238,104,1.4029850746268657,7,0,0.42,False,,5,0.35
200,39,5.128205128205129,109,1.5254237288135593,3,0,0.39,True,200.0,5,0.35
200,61,3.278688524590164,93,1.8928571428571428,5,0,0.61,True,200.0,5,0.35
200,35,5.714285714285714,98,1.5714285714285714,2,13,0.35,True,200.0,5,0.35
200,8,25.0,171,1.0,1,0,0.08,True,200.0,5,0.35
189,50,3.78,76,1.696969696969697,10,0,0.5,False,,5,0.35
200,46,4.3478260869565215,90,1.5571428571428572,6,0,0.46,True,200.0,5,0.35
200,26,7.6923076923076925,136,1.4651162790697674,5,0,0.26,True,200.0,5,0.35
200,39,5.128205128205129,108,1.3846153846153846,2,1,0.39,True,200.0,5,0.35
200,32,6.25,117,1.3225806451612903,5,0,0.32,True,200.0,5,0.35
200,25,8.0,98,2.022727272727273,7,12,0.25,True,200.0,5,0.35
200,56,3.5714285714285716,79,1.9193548387096775,4,1,0.56,True,200.0,5,0.35
200,53,3.7735849056603774,83,1.8253968253968254,6,1,0.53,True,200.0,5,0.35
200,12,16.666666666666668,153,1.0,1,0,0.12,True,200.0,5,0.35
200,23,8.695652173913043,100,1.5714285714285714,3,0,0.23,True,200.0,5,0.35
200,25,8.0,123,1.3818181818181818,2,0,0.25,True,200.0,5,0.35
200,45,4.444444444444445,86,1.7936507936507937,8,0,0.45,True,200.0,5,0.35
200,43,4.651162790697675,88,1.9814814814814814,4,4,0.43,True,200.0,5,0.35
200,37,5.405405405405405,95,1.2727272727272727,4,6,0.37,True,200.0,5,0.35
200,45,4.444444444444445,118,1.5576923076923077,6,0,0.45,True,200.0,5,0.35
200,52,3.8461538461538463,83,2.3,7,1,0.52,True,200.0,5,0.35
200,49,4.081632653061225,86,1.591549295774648,9,0,0.49,True,200.0,5,0.35
200,47,4.25531914893617,101,2.130434782608696,7,0,0.47,True,200.0,5,0.35
200,55,3.6363636363636362,102,2.2045454545454546,6,0,0.55,True,200.0,5,0.35
200,21,9.523809523809524,92,1.3333333333333333,4,23,0.21,True,200.0,5,0.35
200,47,4.25531914893617,90,1.9464285714285714,5,0,0.47,True,200.0,5,0.35
200,30,6.666666666666667,121,2.0833333333333335,4,3,0.3,True,200.0,5,0.35
200,45,4.444444444444445,86,1.8524590163934427,6,0,0.45,True,200.0,5,0.35
200,48,4.166666666666667,89,1.896551724137931,5,0,0.48,True,200.0,5,0.35
200,64,3.125,74,1.7714285714285714,5,1,0.64,True,200.0,5,0.35
200,47,4.25531914893617,83,1.8548387096774193,5,1,0.47,True,200.0,5,0.35
