path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
200,64,3.125,63,3.4473684210526314,9,5,0.64,True,200.0,5,0.65
200,56,3.5714285714285716,48,3.1458333333333335,13,0,0.56,True,200.0,5,0.65
196,55,3.5636363636363635,45,2.979591836734694,15,4,0.55,False,,5,0.65
200,57,3.508771929824561,62,2.9565217391304346,6,1,0.57,True,200.0,5,0.65
200,76,2.6315789473684212,36,4.6571428571428575,8,0,0.76,True,200.0,5,0.65
200,65,3.076923076923077,33,4.2105263157894735,15,6,0.65,True,200.0,5,0.65
200,46,4.3478260869565215,65,2.68,9,0,0.46,True,200.0,5,0.65
200,65,3.076923076923077,51,2.9019607843137254,12,0,0.65,True,200.0,5,0.65
200,69,2.898550724637681,48,2.826923076923077,8,4,0.69,True,200.0,5,0.65
200,74,2.7027027027027026,43,4.84375,13,1,0.74,True,200.0,5,0.65
200,60,3.3333333333333335,62,3.292682926829268,14,2,0.6,True,200.0,5,0.65
200,62,3.225806451612903,54,2.877551020408163,11,4,0.62,True,200.0,5,0.65
200,60,3.3333333333333335,43,5.571428571428571,22,0,0.6,True,200.0,5,0.65
200,65,3.076923076923077,39,3.4444444444444446,15,5,0.65,True,200.0,5,0.65
200,71,2.816901408450704,56,3.810810810810811,8,2,0.71,True,200.0,5,0.65
200,48,4.166666666666667,91,2.4,7,0,0.48,True,200.0,5,0.65
200,33,6.0606060606060606,93,3.1176470588235294,6,0,0.33,True,200.0,5,0.65
199,68,2.926470588235294,58,3.255813953488372,10,0,0.68,False,,5,0.65
200,64,3.125,48,2.96,8,3,0.64,True,200.0,5,0.65
200,58,3.4482758620689653,43,3.627906976744186,17,0,0.58,True,200.0,5,0.65
198,58,3.413793103448276,50,2.769230769230769,9,3,0.58,False,,5,0.65
200,39,5.128205128205129,94,2.020408163265306,7,6,0.39,True,200.0,5,0.65
200,60,3.3333333333333335,43,3.5454545454545454,19,0,0.6,True,200.0,5,0.65
200,48,4.166666666666667,71,2.259259259259259,5,6,0.48,True,200.0,5,0.65
200,75,2.6666666666666665,29,6.071428571428571,15,0,0.75,True,200.0,5,0.65
200,68,2.9411764705882355,43,3.347826086956522,12,2,0.68,True,200.0,5,0.65
200,55,3.6363636363636362,71,2.206896551724138,7,0,0.55,True,200.0,5,0.65
200,29,6.896551724137931,68,2.4705882352941178,5,5,0.29,True,200.0,5,0.65
200,53,3.7735849056603774,99,2.0208333333333335,6,3,0.53,True,200.0,5,0.65
200,64,3.125,37,4.128205128205129,13,1,0.64,True,200.0,5,0.65
200,67,2.985074626865672,41,3.627906976744186,10,2,0.67,True,200.0,5,0.65
200,64,3.125,48,4.4411764705882355,16,0,0.64,True,200.0,5,0.65
200,51,3.9215686274509802,102,1.7962962962962963,4,0,0.51,True,200.0,5,0.65
200,67,2.985074626865672,59,2.5849056603773586,10,3,0.67,True,200.0,5,0.65
200,65,3.076923076923077,57,3.2325581395348837,9,3,0.65,True,200.0,5,0.65
199,41,4.853658536585366,80,3.933333333333333,9,0,0.41,False,,5,0.65
200,65,3.076923076923077,43,3.627906976744186,13,0,0.65,True,200.0,5,0.65
185,62,2.9838709677419355,49,3.3947368421052633,11,6,0.62,False,,5,0.65
200,61,3.278688524590164,47,3.0408163265306123,8,3,0.61,True,200.0,5,0.65
200,44,4.545454545454546,71,2.314814814814815,8,3,0.44,True,200.0,5,0.65
200,49,4.081632653061225,72,2.4705882352941178,8,1,0.49,True,200.0,5,0.65
200,58,3.4482758620689653,69,2.8043478260869565,7,1,0.58,True,200.0,5,0.65
200,58,3.4482758620689653,62,2.4444444444444446,10,5,0.58,True,200.0,5,0.65
200,71,2.816901408450704,45,3.5,10,0,0.71,True,200.0,5,0.65
200,67,2.985074626865672,33,4.852941176470588,11,1,0.67,True,200.0,5,0.65
200,50,4.0,51,2.96,8,0,0.5,True,200.0,5,0.65
200,70,2.857142857142857,38,3.975,13,2,0.7,True,200.0,5,0.65
200,36,5.555555555555555,80,2.1272727272727274,5,2,0.36,True,200.0,5,0.65
200,53,3.7735849056603774,69,2.280701754385965,9,0,0.53,True,200.0,5,0.65
200,57,3.508771929824561,65,2.180327868852459,11,1,0.57,True,200.0,5,0.65
