path_length,unique_nodes_visited,path_inefficiency_ratio,distractions,avg_hyperfocus,max_hyperfocus,backtracks,coverage,success,steps_to_success,memory_size,attention_threshold
76,44,1.7272727272727273,26,3.5,11,0,0.44,True,76.0,10,0.75
201,81,2.4814814814814814,57,3.4878048780487805,8,0,0.81,False,,10,0.75
77,43,1.7906976744186047,26,2.6315789473684212,6,0,0.43,True,77.0,10,0.75
201,70,2.8714285714285714,70,4.193548387096774,11,0,0.7,False,,10,0.75
117,47,2.4893617021276597,38,3.9,7,0,0.47,True,117.0,10,0.75
37,32,1.15625,10,3.7142857142857144,9,0,0.32,True,37.0,10,0.75
167,78,2.141025641025641,37,5.608695652173913,13,0,0.78,True,167.0,10,0.75
63,48,1.3125,8,6.75,13,0,0.48,True,63.0,10,0.75
201,89,2.258426966292135,51,4.966666666666667,12,0,0.89,False,,10,0.75
100,58,1.7241379310344827,23,3.619047619047619,9,0,0.58,True,100.0,10,0.75
58,41,1.4146341463414633,11,6.571428571428571,10,0,0.41,True,58.0,10,0.75
65,35,1.8571428571428572,23,4.555555555555555,9,0,0.35,True,65.0,10,0.75
59,42,1.4047619047619047,25,1.8333333333333333,4,0,0.42,True,59.0,10,0.75
39,29,1.3448275862068966,11,3.857142857142857,9,0,0.29,True,39.0,10,0.75
85,59,1.4406779661016949,27,3.0,10,0,0.59,True,85.0,10,0.75
85,57,1.4912280701754386,17,4.785714285714286,13,0,0.57,True,85.0,10,0.75
184,84,2.1904761904761907,32,4.71875,15,0,0.84,True,184.0,10,0.75
201,81,2.4814814814814814,34,5.928571428571429,14,0,0.81,False,,10,0.75
201,67,3.0,46,4.8125,13,0,0.67,False,,10,0.75
52,40,1.3,18,2.75,6,0,0.4,True,52.0,10,0.75
43,37,1.162162162162162,11,3.875,8,0,0.37,True,43.0,10,0.75
117,69,1.6956521739130435,15,6.3125,15,0,0.69,True,117.0,10,0.75
38,33,1.1515151515151516,9,3.5,9,0,0.33,True,38.0,10,0.75
48,36,1.3333333333333333,12,5.0,10,0,0.36,True,48.0,10,0.75
71,52,1.3653846153846154,12,4.461538461538462,14,0,0.52,True,71.0,10,0.75
91,58,1.5689655172413792,28,3.263157894736842,10,0,0.58,True,91.0,10,0.75
201,76,2.6447368421052633,64,4.121212121212121,13,0,0.76,False,,10,0.75
198,85,2.3294117647058825,50,3.675,9,0,0.85,True,198.0,10,0.75
89,59,1.5084745762711864,8,8.88888888888889,13,0,0.59,True,89.0,10,0.75
22,22,1.0,3,18.0,18,0,0.22,True,22.0,10,0.75
201,81,2.4814814814814814,49,4.870967741935484,11,0,0.81,False,,10,0.75
48,36,1.3333333333333333,10,3.7,8,0,0.36,True,48.0,10,0.75
201,79,2.5443037974683542,40,5.678571428571429,12,1,0.79,False,,10,0.75
194,75,2.5866666666666664,72,2.813953488372093,10,0,0.75,True,194.0,10,0.75
84,51,1.6470588235294117,17,3.6666666666666665,11,0,0.51,True,84.0,10,0.75
201,80,2.5125,62,3.6315789473684212,10,0,0.8,False,,10,0.75
52,42,1.2380952380952381,11,4.444444444444445,8,0,0.42,True,52.0,10,0.75
79,50,1.58,21,2.590909090909091,12,0,0.5,True,79.0,10,0.75
127,61,2.081967213114754,18,5.684210526315789,11,0,0.61,True,127.0,10,0.75
201,81,2.4814814814814814,52,4.111111111111111,10,0,0.81,False,,10,0.75
201,77,2.6103896103896105,27,9.105263157894736,15,0,0.77,False,,10,0.75
8,8,1.0,3,4.0,4,0,0.08,True,8.0,10,0.75
118,72,1.6388888888888888,35,5.466666666666667,11,0,0.72,True,118.0,10,0.75
197,85,2.3176470588235296,52,4.8,17,0,0.85,True,197.0,10,0.75
31,27,1.1481481481481481,11,3.8,9,0,0.27,True,31.0,10,0.75
106,41,2.5853658536585367,59,3.2857142857142856,6,0,0.41,True,106.0,10,0.75
130,74,1.7567567567567568,22,6.6875,14,0,0.74,True,130.0,10,0.75
29,27,1.0740740740740742,5,4.6,5,0,0.27,True,29.0,10,0.75
175,82,2.1341463414634148,28,5.214285714285714,10,0,0.82,True,175.0,10,0.75
173,86,2.011627906976744,19,8.052631578947368,21,0,0.86,True,173.0,10,0.75
